var1,var2,transform1,transform2,correlation,abs_correlation,n_samples
RIDAGEYR,LBXGLU,inverse,inverse,0.13693334953639613,0.13693334953639613,4512
BPXSY1,ALQ120Q,log,log,0.12376249113413647,0.12376249113413647,4496
BPXSY1,ALQ120Q,sqrt,log,0.123677345093171,0.123677345093171,4496
BPXSY1,ALQ120Q,inverse,log,-0.12366179329690298,0.12366179329690298,4496
BPXSY1,ALQ120Q,original,log,0.12350550337550677,0.12350550337550677,4496
BPXSY1,ALQ120Q,square,log,0.12291352855375641,0.12291352855375641,4496
BPXSY1,ALQ120Q,sqrt,original,0.12152514506814528,0.12152514506814528,4496
BPXSY1,ALQ120Q,log,original,0.12149291408517006,0.12149291408517006,4496
BPXSY1,ALQ120Q,original,original,0.12147510873554104,0.12147510873554104,4496
BPXSY1,ALQ120Q,inverse,original,-0.12117309368843315,0.12117309368843315,4496
BPXSY1,ALQ120Q,square,original,0.12113785115449778,0.12113785115449778,4496
LBXTC,LBXGLU,sqrt,square,0.11869935835253365,0.11869935835253365,4484
LBXTC,LBXGLU,original,square,0.11852417418753647,0.11852417418753647,4484
LBXTC,LBXGLU,log,square,0.11851580551164093,0.11851580551164093,4484
LBXTC,LBXGLU,sqrt,original,0.11760395407216617,0.11760395407216617,4484
LBXTC,LBXGLU,log,original,0.11745262337178802,0.11745262337178802,4484
LBXTC,LBXGLU,original,original,0.11740451273798783,0.11740451273798783,4484
LBXTC,LBXGLU,square,square,0.1172137878136126,0.1172137878136126,4484
LBXTC,LBXGLU,inverse,square,-0.11695558189576599,0.11695558189576599,4484
LBXGLU,LBXVIDMS,original,original,-0.11688589316362478,0.11688589316362478,4500
LBXGLU,LBXVIDMS,square,original,-0.11684373488194756,0.11684373488194756,4500
LBXTC,LBXGLU,sqrt,sqrt,0.11671831730020066,0.11671831730020066,4484
LBXGLU,LBXVIDMS,sqrt,original,-0.11670448091771118,0.11670448091771118,4500
LBXTC,LBXGLU,log,sqrt,0.11658167472258578,0.11658167472258578,4484
LBXTC,LBXGLU,original,sqrt,0.11650924310532265,0.11650924310532265,4484
LBXGLU,LBXVIDMS,log,original,-0.11639499761837192,0.11639499761837192,4500
LBXTC,LBXGLU,square,original,0.11606842706487801,0.11606842706487801,4484
LBXTC,LBXGLU,inverse,original,-0.11598082923774987,0.11598082923774987,4484
LBXGLU,LBXVIDMS,square,sqrt,-0.1159422929984665,0.1159422929984665,4500
LBXGLU,LBXVIDMS,original,sqrt,-0.11578175699213648,0.11578175699213648,4500
LBXTC,LBXGLU,sqrt,log,0.11562119292549702,0.11562119292549702,4484
LBXGLU,LBXVIDMS,sqrt,sqrt,-0.11550293264670002,0.11550293264670002,4500
LBXTC,LBXGLU,log,log,0.11549782429589964,0.11549782429589964,4484
LBXGLU,LBXVIDMS,inverse,original,0.11540784458811854,0.11540784458811854,4500
LBXTC,LBXGLU,original,log,0.115404541020451,0.115404541020451,4484
LBXTC,LBXGLU,square,sqrt,0.11516823559206041,0.11516823559206041,4484
LBXTC,LBXGLU,inverse,sqrt,-0.11515474730045645,0.11515474730045645,4484
LBXGLU,LBXVIDMS,log,sqrt,-0.11509774800439614,0.11509774800439614,4500
LBXGLU,LBXVIDMS,original,square,-0.11509279585480413,0.11509279585480413,4500
LBXGLU,LBXVIDMS,sqrt,square,-0.11505248089319332,0.11505248089319332,4500
LBXGLU,LBXVIDMS,log,square,-0.11488435231533929,0.11488435231533929,4500
LBXGLU,LBXVIDMS,square,square,-0.1147649351583632,0.1147649351583632,4500
LBXGLU,LBXVIDMS,inverse,square,0.11418463460182697,0.11418463460182697,4500
LBXTC,LBXGLU,inverse,log,-0.11411505282435899,0.11411505282435899,4484
LBXTC,LBXGLU,square,log,0.11406445646173898,0.11406445646173898,4484
LBXGLU,LBXVIDMS,inverse,sqrt,0.11392197484941187,0.11392197484941187,4500
SLD012,PAQ_MINS,square,square,0.11388818641919486,0.11388818641919486,4519
BPXSY1,ALQ120Q,inverse,sqrt,-0.11384261986629016,0.11384261986629016,4496
LBXGLU,LBXVIDMS,square,log,-0.11353478089066292,0.11353478089066292,4500
BPXSY1,ALQ120Q,log,sqrt,0.11342903502366816,0.11342903502366816,4496
LBXGLU,LBXVIDMS,original,log,-0.11313866014510313,0.11313866014510313,4500
BPXSY1,ALQ120Q,sqrt,sqrt,0.11309784303706814,0.11309784303706814,4496
LBXTC,LBXGLU,sqrt,inverse,-0.1128269409906639,0.1128269409906639,4484
LBXGLU,LBXVIDMS,sqrt,log,-0.11274853674239253,0.11274853674239253,4500
LBXTC,LBXGLU,log,inverse,-0.112724622335264,0.112724622335264,4484
BPXSY1,ALQ120Q,original,sqrt,0.11268725097425186,0.11268725097425186,4496
LBXTC,LBXGLU,original,inverse,-0.11260234769821133,0.11260234769821133,4484
LBXGLU,LBXVIDMS,log,log,-0.1122353817956628,0.1122353817956628,4500
BPXSY1,ALQ120Q,square,sqrt,0.11163955541355455,0.11163955541355455,4496
LBXTC,LBXGLU,inverse,inverse,0.11142493345477382,0.11142493345477382,4484
LBXTC,LBXGLU,square,inverse,-0.11128311022962567,0.11128311022962567,4484
LBXGLU,LBXVIDMS,inverse,log,0.11085117943751814,0.11085117943751814,4500
BPXSY1,ALQ120Q,square,square,0.10980238732838302,0.10980238732838302,4496
BPXSY1,ALQ120Q,original,square,0.10916181052227507,0.10916181052227507,4496
BPXSY1,ALQ120Q,sqrt,square,0.10873966228548824,0.10873966228548824,4496
BPXSY1,ALQ120Q,log,square,0.10824808223922257,0.10824808223922257,4496
BPXSY1,ALQ120Q,inverse,square,-0.10705298562810939,0.10705298562810939,4496
LBXGLU,LBXVIDMS,square,inverse,0.10480044381271807,0.10480044381271807,4500
LBXGLU,LBXVIDMS,original,inverse,0.10389379120247232,0.10389379120247232,4500
LBXGLU,LBXVIDMS,sqrt,inverse,0.1032683315272979,0.1032683315272979,4500
LBXGLU,LBXVIDMS,log,inverse,0.10253107699446112,0.10253107699446112,4500
LBXGLU,LBXVIDMS,inverse,inverse,-0.10072753487684545,0.10072753487684545,4500
BPXSY1,LBXVIDMS,square,square,-0.09802747801339838,0.09802747801339838,4488
BPXSY1,LBXVIDMS,square,original,-0.09754344803198785,0.09754344803198785,4488
BPXSY1,LBXVIDMS,original,square,-0.09734515240065324,0.09734515240065324,4488
BPXSY1,LBXVIDMS,original,original,-0.09703130733631121,0.09703130733631121,4488
BPXSY1,LBXVIDMS,sqrt,square,-0.09689275582931144,0.09689275582931144,4488
BPXSY1,LBXVIDMS,sqrt,original,-0.09667891292384094,0.09667891292384094,4488
BPXSY1,LBXVIDMS,log,square,-0.09636325060278174,0.09636325060278174,4488
BPXSY1,LBXVIDMS,log,original,-0.09625922531480344,0.09625922531480344,4488
BPXSY1,LBXVIDMS,square,sqrt,-0.09526482778836988,0.09526482778836988,4488
BPXSY1,LBXVIDMS,inverse,original,0.09520984628002577,0.09520984628002577,4488
BPXSY1,LBXVIDMS,inverse,square,0.09506553176194095,0.09506553176194095,4488
BPXSY1,LBXVIDMS,original,sqrt,-0.09485100764340972,0.09485100764340972,4488
BPXSY1,LBXVIDMS,sqrt,sqrt,-0.09455794621702113,0.09455794621702113,4488
BPXSY1,LBXVIDMS,log,sqrt,-0.09420436779004747,0.09420436779004747,4488
BPXSY1,LBXVIDMS,inverse,sqrt,0.09330730914448708,0.09330730914448708,4488
SLD012,DPQ_TOTAL,inverse,inverse,-0.0931205898849269,0.0931205898849269,4532
BPXSY1,LBXVIDMS,square,log,-0.09159240116642886,0.09159240116642886,4488
BPXSY1,LBXVIDMS,original,log,-0.09127656462693003,0.09127656462693003,4488
BPXSY1,LBXVIDMS,sqrt,log,-0.09104414835515451,0.09104414835515451,4488
BPXSY1,LBXVIDMS,log,log,-0.09075902630493732,0.09075902630493732,4488
BPXSY1,LBXVIDMS,inverse,log,0.0900222217412413,0.0900222217412413,4488
SLD012,DPQ_TOTAL,log,inverse,0.08267191892569269,0.08267191892569269,4532
BPXSY1,LBXVIDMS,square,inverse,0.08113268013977415,0.08113268013977415,4488
BPXSY1,LBXVIDMS,original,inverse,0.08097714619348022,0.08097714619348022,4488
BPXSY1,LBXVIDMS,sqrt,inverse,0.0808500178229288,0.0808500178229288,4488
BPXSY1,LBXVIDMS,log,inverse,0.08068716779258417,0.08068716779258417,4488
BPXSY1,LBXVIDMS,inverse,inverse,-0.08024611118190898,0.08024611118190898,4488
LBXTC,ALQ120Q,square,log,0.07872963321378117,0.07872963321378117,4489
LBXTC,ALQ120Q,original,log,0.07804572002806467,0.07804572002806467,4489
LBXTC,ALQ120Q,sqrt,log,0.07741164863103567,0.07741164863103567,4489
LBXTC,ALQ120Q,log,log,0.07656480315433617,0.07656480315433617,4489
SLD012,DPQ_TOTAL,sqrt,inverse,0.07536792982315653,0.07536792982315653,4532
LBXTC,ALQ120Q,square,original,0.07508470225906627,0.07508470225906627,4489
LBXTC,ALQ120Q,original,original,0.07447405316273768,0.07447405316273768,4489
LBXTC,ALQ120Q,inverse,log,-0.07416887943675537,0.07416887943675537,4489
LBXTC,ALQ120Q,square,sqrt,0.07386825211412668,0.07386825211412668,4489
LBXTC,ALQ120Q,sqrt,original,0.07386528883669409,0.07386528883669409,4489
LBXTC,ALQ120Q,original,sqrt,0.07317486290106087,0.07317486290106087,4489
LBXTC,ALQ120Q,log,original,0.07303517805965527,0.07303517805965527,4489
LBXTC,ALQ120Q,sqrt,sqrt,0.07251503621423533,0.07251503621423533,4489
LBXTC,ALQ120Q,log,sqrt,0.07162741798680122,0.07162741798680122,4489
LBXTC,ALQ120Q,inverse,original,-0.07064714625209398,0.07064714625209398,4489
RIDAGEYR,LBXVIDMS,square,square,-0.06939827176145806,0.06939827176145806,4514
LBXTC,ALQ120Q,inverse,sqrt,-0.06910902343522031,0.06910902343522031,4489
RIDAGEYR,LBXVIDMS,original,square,-0.06884233258551861,0.06884233258551861,4514
RIDAGEYR,LBXVIDMS,sqrt,square,-0.06768872067527087,0.06768872067527087,4514
SLD012,DPQ_TOTAL,original,inverse,0.0670958904501797,0.0670958904501797,4532
RIDAGEYR,LBXVIDMS,square,original,-0.06677728035364024,0.06677728035364024,4514
RIDAGEYR,LBXVIDMS,log,square,-0.06587044046682422,0.06587044046682422,4514
RIDAGEYR,LBXVIDMS,original,original,-0.06534330494147501,0.06534330494147501,4514
RIDAGEYR,LBXVIDMS,square,sqrt,-0.06387655277697771,0.06387655277697771,4514
RIDAGEYR,LBXVIDMS,sqrt,original,-0.06383486093233155,0.06383486093233155,4514
RIDAGEYR,LBXVIDMS,original,sqrt,-0.062113730259878625,0.062113730259878625,4514
RIDAGEYR,LBXVIDMS,log,original,-0.061746995493245665,0.061746995493245665,4514
RIDAGEYR,LBXVIDMS,sqrt,sqrt,-0.060510713588880174,0.060510713588880174,4514
RIDAGEYR,LBXVIDMS,inverse,square,0.06039832382429662,0.06039832382429662,4514
RIDAGEYR,LBXVIDMS,square,log,-0.05997691747742288,0.05997691747742288,4514
LBXTC,ALQ120Q,square,square,0.05947623726759917,0.05947623726759917,4489
LBXTC,ALQ120Q,original,square,0.05907051617324057,0.05907051617324057,4489
LBXTC,ALQ120Q,sqrt,square,0.05862576219577705,0.05862576219577705,4489
RIDAGEYR,LBXVIDMS,log,sqrt,-0.05838821338480077,0.05838821338480077,4514
RIDAGEYR,ALQ120Q,square,inverse,-0.05805164832226301,0.05805164832226301,4517
LBXTC,ALQ120Q,log,square,0.05800528580364638,0.05800528580364638,4489
RIDAGEYR,LBXVIDMS,original,log,-0.05799917741413448,0.05799917741413448,4514
RIDAGEYR,ALQ120Q,original,inverse,-0.05706358551090046,0.05706358551090046,4517
BPXSY1,ALQ120Q,square,inverse,-0.056856851285123945,0.056856851285123945,4496
RIDAGEYR,LBXVIDMS,sqrt,log,-0.05637337448531725,0.05637337448531725,4514
LBXTC,ALQ120Q,inverse,square,-0.05618716909894256,0.05618716909894256,4489
BPXSY1,ALQ120Q,original,inverse,-0.056179978095839786,0.056179978095839786,4496
RIDAGEYR,LBXVIDMS,inverse,original,0.0560344850671842,0.0560344850671842,4514
BPXSY1,ALQ120Q,sqrt,inverse,-0.05578440517314933,0.05578440517314933,4496
RIDAGEYR,ALQ120Q,sqrt,inverse,-0.05575369646655778,0.05575369646655778,4517
BPXSY1,ALQ120Q,log,inverse,-0.05534945537658125,0.05534945537658125,4496
BPXSY1,ALQ120Q,inverse,inverse,0.05435743307923701,0.05435743307923701,4496
RIDAGEYR,LBXVIDMS,log,log,-0.05429592253078806,0.05429592253078806,4514
DPQ_TOTAL,PAQ_MINS,log,inverse,0.05409246228241021,0.05409246228241021,4528
DPQ_TOTAL,PAQ_MINS,sqrt,inverse,0.05393356762309102,0.05393356762309102,4528
RIDAGEYR,ALQ120Q,log,inverse,-0.05390227539250474,0.05390227539250474,4517
BMXBMI,ALQ120Q,inverse,log,-0.05354459540272382,0.05354459540272382,4518
RIDAGEYR,LBXVIDMS,inverse,sqrt,0.05279196982984163,0.05279196982984163,4514
BMXBMI,ALQ120Q,log,log,0.05219803150595607,0.05219803150595607,4518
BMXBMI,ALQ120Q,sqrt,log,0.05132608918398463,0.05132608918398463,4518
DPQ_TOTAL,PAQ_MINS,original,inverse,0.050495346438418104,0.050495346438418104,4528
BMXBMI,ALQ120Q,original,log,0.050347128523691165,0.050347128523691165,4518
RIDAGEYR,LBXVIDMS,square,inverse,0.05030215605033561,0.05030215605033561,4514
LBXTC,LBXVIDMS,inverse,square,0.04975254254012507,0.04975254254012507,4493
LBXTC,LBXVIDMS,log,square,-0.04956276733016253,0.04956276733016253,4493
LBXTC,LBXVIDMS,sqrt,square,-0.049323475112293846,0.049323475112293846,4493
LBXTC,LBXVIDMS,original,square,-0.049005628128319975,0.049005628128319975,4493
RIDAGEYR,LBXVIDMS,inverse,log,0.04898679210111847,0.04898679210111847,4514
RIDAGEYR,ALQ120Q,inverse,inverse,0.04890953064086199,0.04890953064086199,4517
SLD012,DPQ_TOTAL,square,inverse,0.048876280199737256,0.048876280199737256,4532
RIDAGEYR,LBXVIDMS,original,inverse,0.04826391748720096,0.04826391748720096,4514
LBXTC,LBXVIDMS,square,square,-0.04817616058577611,0.04817616058577611,4493
BMXBMI,ALQ120Q,square,log,0.04810668035704443,0.04810668035704443,4518
BMXBMI,ALQ120Q,inverse,original,-0.04773766542738902,0.04773766542738902,4518
BMXBMI,ALQ120Q,log,original,0.04764485277149159,0.04764485277149159,4518
BMXBMI,ALQ120Q,sqrt,original,0.0474456248161033,0.0474456248161033,4518
BMXBMI,ALQ120Q,original,original,0.04714347229906334,0.04714347229906334,4518
BMXBMI,ALQ120Q,sqrt,sqrt,0.046842600027842074,0.046842600027842074,4518
BMXBMI,ALQ120Q,original,sqrt,0.046808041281408565,0.046808041281408565,4518
RIDAGEYR,LBXVIDMS,sqrt,inverse,0.046795259844005205,0.046795259844005205,4514
BMXBMI,ALQ120Q,log,sqrt,0.04678946427658394,0.04678946427658394,4518
LBXTC,LBXVIDMS,inverse,original,0.04673861531643463,0.04673861531643463,4493
BMXBMI,ALQ120Q,inverse,sqrt,-0.046491482552838984,0.046491482552838984,4518
BMXBMI,ALQ120Q,square,sqrt,0.04641742944497251,0.04641742944497251,4518
BMXBMI,ALQ120Q,square,original,0.04621784413502397,0.04621784413502397,4518
LBXTC,LBXVIDMS,log,original,-0.04621022773109694,0.04621022773109694,4493
LBXTC,LBXVIDMS,sqrt,original,-0.0458366130561869,0.0458366130561869,4493
LBXTC,LBXVIDMS,original,original,-0.045405104304898046,0.045405104304898046,4493
LBXTC,PAQ_MINS,square,original,-0.04537619967312564,0.04537619967312564,4494
RIDAGEYR,LBXVIDMS,log,inverse,0.04501465172456205,0.04501465172456205,4514
LBXTC,PAQ_MINS,square,sqrt,-0.04463465072915726,0.04463465072915726,4494
LBXTC,LBXVIDMS,square,original,-0.044400658955831215,0.044400658955831215,4493
LBXTC,LBXVIDMS,inverse,sqrt,0.044229284415969565,0.044229284415969565,4493
LBXTC,LBXVIDMS,log,sqrt,-0.04356094320798444,0.04356094320798444,4493
LBXTC,LBXVIDMS,sqrt,sqrt,-0.04313652595545391,0.04313652595545391,4493
LBXTC,LBXVIDMS,original,sqrt,-0.04266558242833497,0.04266558242833497,4493
LBXTC,PAQ_MINS,original,original,-0.042636247630900674,0.042636247630900674,4494
LBXTC,PAQ_MINS,square,square,-0.042016334437153816,0.042016334437153816,4494
LBXTC,PAQ_MINS,original,sqrt,-0.04170292862742757,0.04170292862742757,4494
LBXTC,LBXVIDMS,square,sqrt,-0.041611398394958095,0.041611398394958095,4493
LBXTC,DPQ_TOTAL,square,sqrt,0.04157687978866771,0.04157687978866771,4497
LBXTC,LBXVIDMS,inverse,log,0.041169732933300396,0.041169732933300396,4493
LBXTC,PAQ_MINS,sqrt,original,-0.04093789239205828,0.04093789239205828,4494
LBXTC,PAQ_MINS,square,log,-0.040817632721886585,0.040817632721886585,4494
RIDAGEYR,LBXVIDMS,inverse,inverse,-0.0406748420825658,0.0406748420825658,4514
PAQ_MINS,ALQ120Q,log,square,-0.040488141618456625,0.040488141618456625,4510
LBXTC,LBXVIDMS,log,log,-0.04039745408663444,0.04039745408663444,4493
LBXTC,DPQ_TOTAL,original,sqrt,0.04026448188149501,0.04026448188149501,4497
LBXTC,LBXVIDMS,sqrt,log,-0.0399397993715569,0.0399397993715569,4493
LBXTC,PAQ_MINS,sqrt,sqrt,-0.039879200738045954,0.039879200738045954,4494
LBXTC,PAQ_MINS,original,square,-0.03985023623657616,0.03985023623657616,4494
LBXTC,DPQ_TOTAL,square,log,0.03979386981542762,0.03979386981542762,4497
LBXTC,LBXVIDMS,original,log,-0.039446736211248196,0.039446736211248196,4493
LBXTC,DPQ_TOTAL,sqrt,sqrt,0.039393104231894085,0.039393104231894085,4497
LBXTC,PAQ_MINS,log,original,-0.039022589692172274,0.039022589692172274,4494
LBXTC,DPQ_TOTAL,square,original,0.03895320997347365,0.03895320997347365,4497
LBXTC,DPQ_TOTAL,original,log,0.03869030914099277,0.03869030914099277,4497
BMXBMI,ALQ120Q,original,square,0.03859441222293094,0.03859441222293094,4518
BMXBMI,ALQ120Q,sqrt,square,0.03853909152152181,0.03853909152152181,4518
LBXTC,PAQ_MINS,sqrt,square,-0.03851064581958692,0.03851064581958692,4494
BMXBMI,ALQ120Q,square,square,0.03840281691896045,0.03840281691896045,4518
BMXBMI,ALQ120Q,log,square,0.03838518566620286,0.03838518566620286,4518
LBXTC,LBXVIDMS,square,log,-0.03837697848759588,0.03837697848759588,4493
LBXTC,DPQ_TOTAL,log,sqrt,0.03836933754155256,0.03836933754155256,4497
PAQ_MINS,ALQ120Q,sqrt,inverse,0.0383160160322118,0.0383160160322118,4510
DPQ_TOTAL,PAQ_MINS,square,inverse,0.03823493607504505,0.03823493607504505,4528
PAQ_MINS,ALQ120Q,log,inverse,0.0382258641300049,0.0382258641300049,4510
LBXTC,PAQ_MINS,original,log,-0.03797597437913849,0.03797597437913849,4494
LBXTC,DPQ_TOTAL,sqrt,log,0.03796457180447161,0.03796457180447161,4497
LBXTC,PAQ_MINS,log,sqrt,-0.03782030682623453,0.03782030682623453,4494
BMXBMI,ALQ120Q,inverse,square,-0.03777924036373004,0.03777924036373004,4518
LBXTC,DPQ_TOTAL,log,log,0.03711496947221129,0.03711496947221129,4497
LBXTC,DPQ_TOTAL,original,original,0.037086062604076625,0.037086062604076625,4497
LBXTC,PAQ_MINS,log,square,-0.036997763864045366,0.036997763864045366,4494
PAQ_MINS,ALQ120Q,original,inverse,0.03698372121228435,0.03698372121228435,4510
DPQ_TOTAL,ALQ120Q,inverse,inverse,0.0364475471066633,0.0364475471066633,4518
PAQ_MINS,ALQ120Q,sqrt,square,-0.03639581552387912,0.03639581552387912,4510
LBXTC,PAQ_MINS,sqrt,log,-0.03620446788311062,0.03620446788311062,4494
LBXTC,DPQ_TOTAL,sqrt,original,0.035883913735474574,0.035883913735474574,4497
LBXTC,DPQ_TOTAL,inverse,sqrt,-0.035841089147285086,0.035841089147285086,4497
LBXTC,DPQ_TOTAL,inverse,log,-0.03501946859669323,0.03501946859669323,4497
PAQ_MINS,ALQ120Q,square,inverse,0.034757766834610446,0.034757766834610446,4510
PAQ_MINS,ALQ120Q,log,log,-0.03466091928885565,0.03466091928885565,4510
PAQ_MINS,LBXVIDMS,square,inverse,-0.034612500147468805,0.034612500147468805,4511
LBXTC,PAQ_MINS,inverse,original,0.03456929239199255,0.03456929239199255,4494
LBXTC,DPQ_TOTAL,log,original,0.034493041407715495,0.034493041407715495,4497
LBXTC,LBXVIDMS,inverse,inverse,-0.03434801448326809,0.03434801448326809,4493
LBXTC,PAQ_MINS,log,log,-0.034203103344927335,0.034203103344927335,4494
PAQ_MINS,LBXVIDMS,square,log,0.03395204697840349,0.03395204697840349,4511
LBXTC,LBXVIDMS,log,inverse,0.033505993508584374,0.033505993508584374,4493
LBXTC,PAQ_MINS,inverse,square,0.03345781967911247,0.03345781967911247,4494
PAQ_MINS,LBXVIDMS,square,sqrt,0.03325413502228474,0.03325413502228474,4511
PAQ_MINS,ALQ120Q,log,original,-0.03320372220300413,0.03320372220300413,4510
LBXTC,LBXVIDMS,sqrt,inverse,0.03304399823096768,0.03304399823096768,4493
LBXTC,PAQ_MINS,inverse,sqrt,0.03303525502171111,0.03303525502171111,4494
PAQ_MINS,ALQ120Q,sqrt,log,-0.03282643839812521,0.03282643839812521,4510
LBXTC,LBXVIDMS,original,inverse,0.032564652226408565,0.032564652226408565,4493
PAQ_MINS,LBXVIDMS,original,inverse,-0.03227517390226838,0.03227517390226838,4511
PAQ_MINS,LBXVIDMS,square,original,0.0322742904571348,0.0322742904571348,4511
DPQ_TOTAL,LBXVIDMS,log,square,-0.0315806976937232,0.0315806976937232,4517
LBXTC,LBXVIDMS,square,inverse,0.03156908844311176,0.03156908844311176,4493
LBXTC,ALQ120Q,square,inverse,-0.03155613172332479,0.03155613172332479,4489
LBXTC,ALQ120Q,original,inverse,-0.031330525082414726,0.031330525082414726,4489
LBXTC,ALQ120Q,sqrt,inverse,-0.031174597416458828,0.031174597416458828,4489
LBXTC,DPQ_TOTAL,inverse,original,-0.031125935485756637,0.031125935485756637,4497
LBXTC,ALQ120Q,log,inverse,-0.03098755740718456,0.03098755740718456,4489
LBXTC,ALQ120Q,inverse,inverse,0.03049717879222224,0.03049717879222224,4489
PAQ_MINS,ALQ120Q,sqrt,original,-0.03038231217501762,0.03038231217501762,4510
LBXTC,DPQ_TOTAL,square,square,0.03000930255427672,0.03000930255427672,4497
PAQ_MINS,LBXVIDMS,original,log,0.029958431315972863,0.029958431315972863,4511
LBXTC,PAQ_MINS,inverse,log,0.029552566687481376,0.029552566687481376,4494
PAQ_MINS,ALQ120Q,original,square,-0.029483002988767812,0.029483002988767812,4510
PAQ_MINS,LBXVIDMS,square,square,0.02945692688477857,0.02945692688477857,4511
PAQ_MINS,ALQ120Q,original,log,-0.029330261122576768,0.029330261122576768,4510
BPXSY1,DPQ_TOTAL,inverse,square,0.029285311828789854,0.029285311828789854,4512
RIDAGEYR,SLD012,inverse,inverse,0.028899268785262975,0.028899268785262975,4525
BMXBMI,ALQ120Q,inverse,inverse,0.028886042240511344,0.028886042240511344,4518
SLD012,PAQ_MINS,original,inverse,-0.02871321036879785,0.02871321036879785,4519
SLD012,PAQ_MINS,sqrt,inverse,-0.028694669822159846,0.028694669822159846,4519
PAQ_MINS,LBXVIDMS,original,sqrt,0.028622038384756902,0.028622038384756902,4511
DPQ_TOTAL,LBXVIDMS,log,original,-0.02847630738335317,0.02847630738335317,4517
DPQ_TOTAL,ALQ120Q,log,inverse,-0.028450026753699585,0.028450026753699585,4518
SLD012,PAQ_MINS,log,inverse,-0.02821247303216409,0.02821247303216409,4519
BPXSY1,DPQ_TOTAL,log,square,-0.027885174295453993,0.027885174295453993,4512
PAQ_MINS,LBXGLU,square,inverse,0.027858507340387757,0.027858507340387757,4512
SLD012,PAQ_MINS,square,inverse,-0.027622526154817563,0.027622526154817563,4519
RIDAGEYR,SLD012,log,inverse,-0.027414379831501048,0.027414379831501048,4525
LBXTC,DPQ_TOTAL,original,square,0.027411557342709995,0.027411557342709995,4497
PAQ_MINS,LBXVIDMS,original,original,0.027179827436428296,0.027179827436428296,4511
BPXSY1,DPQ_TOTAL,sqrt,square,-0.027161896089806792,0.027161896089806792,4512
PAQ_MINS,ALQ120Q,square,log,-0.026901486096111614,0.026901486096111614,4510
BPXSY1,SLD012,inverse,inverse,0.026839559256376957,0.026839559256376957,4504
DPQ_TOTAL,LBXVIDMS,sqrt,square,-0.026769247856779286,0.026769247856779286,4517
BPXSY1,DPQ_TOTAL,inverse,original,0.026675695269318046,0.026675695269318046,4512
RIDAGEYR,SLD012,sqrt,inverse,-0.02663229735687397,0.02663229735687397,4525
PAQ_MINS,LBXVIDMS,sqrt,inverse,-0.026625718798623733,0.026625718798623733,4511
BPXSY1,DPQ_TOTAL,original,square,-0.026427610602450118,0.026427610602450118,4512
BPXSY1,SLD012,log,inverse,-0.026390702661036214,0.026390702661036214,4504
PAQ_MINS,LBXGLU,square,log,-0.0263558561549025,0.0263558561549025,4512
DPQ_TOTAL,LBXVIDMS,log,sqrt,-0.026221738960825167,0.026221738960825167,4517
BPXSY1,SLD012,sqrt,inverse,-0.026181205929402766,0.026181205929402766,4504
RIDAGEYR,DPQ_TOTAL,log,square,-0.026015622396075754,0.026015622396075754,4530
BPXSY1,SLD012,original,inverse,-0.025983051434043707,0.025983051434043707,4504
BPXSY1,SLD012,inverse,log,-0.025977390592959976,0.025977390592959976,4504
RIDAGEYR,DPQ_TOTAL,inverse,square,0.025908332606073586,0.025908332606073586,4530
RIDAGEYR,SLD012,original,inverse,-0.025847258760562444,0.025847258760562444,4525
LBXTC,DPQ_TOTAL,sqrt,square,0.025832933888823705,0.025832933888823705,4497
BPXSY1,SLD012,log,log,0.02573725923036908,0.02573725923036908,4504
SLD012,PAQ_MINS,inverse,inverse,0.025683907673112752,0.025683907673112752,4519
BPXSY1,SLD012,sqrt,log,0.025640684986675072,0.025640684986675072,4504
BPXSY1,SLD012,square,inverse,-0.025623369231853748,0.025623369231853748,4504
RIDAGEYR,DPQ_TOTAL,sqrt,square,-0.02560177669816321,0.02560177669816321,4530
BPXSY1,SLD012,original,log,0.025560427870229985,0.025560427870229985,4504
PAQ_MINS,ALQ120Q,original,original,-0.025509476883049786,0.025509476883049786,4510
PAQ_MINS,LBXGLU,square,sqrt,-0.025460676688786307,0.025460676688786307,4512
BMXBMI,ALQ120Q,log,inverse,-0.0254510975041995,0.0254510975041995,4518
BPXSY1,SLD012,square,log,0.025449181227743364,0.025449181227743364,4504
BPXSY1,SLD012,inverse,sqrt,-0.025423678417749753,0.025423678417749753,4504
BPXSY1,DPQ_TOTAL,log,original,-0.025359708811934497,0.025359708811934497,4512
BPXSY1,SLD012,log,sqrt,0.025302429377408023,0.025302429377408023,4504
BPXSY1,SLD012,square,sqrt,0.025279983549939936,0.025279983549939936,4504
BPXSY1,SLD012,sqrt,sqrt,0.025269232254422014,0.025269232254422014,4504
BPXSY1,SLD012,original,sqrt,0.025254576939148947,0.025254576939148947,4504
BPXSY1,SLD012,square,original,0.02507977839526917,0.02507977839526917,4504
DPQ_TOTAL,ALQ120Q,square,square,0.024955280002535045,0.024955280002535045,4518
BPXSY1,DPQ_TOTAL,square,square,-0.02493907137433102,0.02493907137433102,4512
BPXSY1,SLD012,original,original,0.024914601528045283,0.024914601528045283,4504
RIDAGEYR,DPQ_TOTAL,original,square,-0.024881294366957015,0.024881294366957015,4530
BPXSY1,SLD012,sqrt,original,0.024861781844983423,0.024861781844983423,4504
LBXTC,SLD012,square,log,-0.024860795397066544,0.024860795397066544,4501
